Date_Time,Minute,Status,Min_Class
2020-06-29-01:58:01,58,0,f6
2020-06-29-01:58:02,58,1,f6
2020-06-29-01:58:03,58,1,f6
2020-06-29-01:58:03,58,0,f6
2020-06-29-01:58:05,58,0,f6
2020-06-29-01:58:06,58,1,f6
2020-06-29-01:58:07,58,0,f6
2020-06-29-01:58:07,58,1,f6
2020-06-29-01:58:08,58,0,f6
2020-06-29-01:58:08,58,1,f6
2020-06-29-01:58:12,58,0,f6
2020-06-29-01:58:13,58,1,f6
2020-06-29-01:58:15,58,0,f6
2020-06-29-01:58:15,58,1,f6
2020-06-29-01:58:16,58,0,f6
2020-06-29-01:58:18,58,0,f6
2020-06-29-01:58:19,58,0,f6
2020-06-29-01:58:19,58,0,f6
2020-06-29-01:58:20,58,0,f6
2020-06-29-01:58:21,58,1,f6
2020-06-29-01:58:22,58,1,f6
2020-06-29-01:58:22,58,1,f6
2020-06-29-01:58:24,58,1,f6
2020-06-29-01:58:24,58,1,f6
2020-06-29-01:58:26,58,0,f6
2020-06-29-01:58:26,58,0,f6
2020-06-29-01:58:27,58,1,f6
2020-06-29-01:58:27,58,0,f6
2020-06-29-01:58:28,58,0,f6
2020-06-29-01:58:28,58,1,f6
2020-06-29-01:58:29,58,0,f6
2020-06-29-01:58:29,58,1,f6
2020-06-29-01:58:30,58,0,f6
2020-06-29-01:58:31,58,0,f6
2020-06-29-01:58:32,58,0,f6
2020-06-29-01:58:32,58,0,f6
2020-06-29-01:58:33,58,1,f6
2020-06-29-01:58:33,58,0,f6
2020-06-29-01:58:33,58,1,f6
2020-06-29-01:58:34,58,1,f6
2020-06-29-01:58:34,58,1,f6
2020-06-29-01:58:35,58,1,f6
2020-06-29-01:58:35,58,0,f6
2020-06-29-01:58:35,58,0,f6
2020-06-29-01:58:36,58,1,f6
2020-06-29-01:58:36,58,1,f6
2020-06-29-01:58:37,58,0,f6
2020-06-29-01:58:38,58,0,f6
2020-06-29-01:58:38,58,1,f6
2020-06-29-01:58:39,58,0,f6
2020-06-29-01:58:39,58,1,f6
2020-06-29-01:58:40,58,0,f6
2020-06-29-01:58:41,58,0,f6
2020-06-29-01:58:42,58,1,f6
2020-06-29-01:58:43,58,1,f6
2020-06-29-01:58:43,58,0,f6
2020-06-29-01:58:44,58,1,f6
2020-06-29-01:58:45,58,1,f6
2020-06-29-01:58:46,58,0,f6
2020-06-29-01:58:48,58,1,f6
2020-06-29-01:58:49,58,0,f6
2020-06-29-01:58:50,58,1,f6
2020-06-29-01:58:51,58,0,f6
2020-06-29-01:58:52,58,0,f6
2020-06-29-01:58:54,58,0,f6
2020-06-29-01:58:55,58,1,f6
2020-06-29-01:58:57,58,0,f6
2020-06-29-01:58:58,58,1,f6
2020-06-29-01:58:59,58,0,f6
2020-06-29-01:59:00,59,1,2020-06-29 01:59:00
2020-06-29-01:59:00,59,1,2020-06-29 01:59:00
2020-06-29-01:59:01,59,1,2020-06-29 01:59:01
2020-06-29-01:59:02,59,1,2020-06-29 01:59:02
2020-06-29-01:59:05,59,0,2020-06-29 01:59:05
2020-06-29-01:59:06,59,1,2020-06-29 01:59:06
2020-06-29-01:59:06,59,1,2020-06-29 01:59:06
2020-06-29-01:59:09,59,1,2020-06-29 01:59:09
2020-06-29-01:59:10,59,0,2020-06-29 01:59:10
2020-06-29-01:59:12,59,1,2020-06-29 01:59:12
2020-06-29-01:59:13,59,1,2020-06-29 01:59:13
2020-06-29-01:59:13,59,1,2020-06-29 01:59:13
2020-06-29-01:59:14,59,0,2020-06-29 01:59:14
2020-06-29-01:59:14,59,1,2020-06-29 01:59:14
2020-06-29-01:59:16,59,0,2020-06-29 01:59:16
2020-06-29-01:59:17,59,0,2020-06-29 01:59:17
2020-06-29-01:59:17,59,1,2020-06-29 01:59:17
2020-06-29-01:59:17,59,0,2020-06-29 01:59:17
2020-06-29-01:59:18,59,0,2020-06-29 01:59:18
2020-06-29-01:59:18,59,0,2020-06-29 01:59:18
2020-06-29-01:59:19,59,1,2020-06-29 01:59:19
2020-06-29-01:59:20,59,0,2020-06-29 01:59:20
2020-06-29-01:59:22,59,1,2020-06-29 01:59:22
2020-06-29-01:59:22,59,1,2020-06-29 01:59:22
2020-06-29-01:59:22,59,0,2020-06-29 01:59:22
2020-06-29-01:59:24,59,0,2020-06-29 01:59:24
2020-06-29-01:59:25,59,1,2020-06-29 01:59:25
2020-06-29-01:59:25,59,1,2020-06-29 01:59:25
2020-06-29-01:59:26,59,1,2020-06-29 01:59:26
2020-06-29-01:59:27,59,0,2020-06-29 01:59:27
2020-06-29-01:59:27,59,0,2020-06-29 01:59:27
2020-06-29-01:59:27,59,1,2020-06-29 01:59:27
2020-06-29-01:59:28,59,1,2020-06-29 01:59:28
2020-06-29-01:59:29,59,1,2020-06-29 01:59:29
2020-06-29-01:59:30,59,1,2020-06-29 01:59:30
2020-06-29-01:59:31,59,0,2020-06-29 01:59:31
2020-06-29-01:59:34,59,0,2020-06-29 01:59:34
2020-06-29-01:59:35,59,1,2020-06-29 01:59:35
2020-06-29-01:59:36,59,0,2020-06-29 01:59:36
2020-06-29-01:59:36,59,0,2020-06-29 01:59:36
2020-06-29-01:59:37,59,0,2020-06-29 01:59:37
2020-06-29-01:59:40,59,1,2020-06-29 01:59:40
2020-06-29-01:59:41,59,1,2020-06-29 01:59:41
2020-06-29-01:59:42,59,0,2020-06-29 01:59:42
2020-06-29-01:59:43,59,1,2020-06-29 01:59:43
2020-06-29-01:59:43,59,0,2020-06-29 01:59:43
2020-06-29-01:59:44,59,0,2020-06-29 01:59:44
2020-06-29-01:59:44,59,0,2020-06-29 01:59:44
2020-06-29-01:59:45,59,0,2020-06-29 01:59:45
2020-06-29-01:59:45,59,0,2020-06-29 01:59:45
2020-06-29-01:59:45,59,1,2020-06-29 01:59:45
2020-06-29-01:59:46,59,0,2020-06-29 01:59:46
2020-06-29-01:59:46,59,0,2020-06-29 01:59:46
2020-06-29-01:59:47,59,1,2020-06-29 01:59:47
2020-06-29-01:59:48,59,0,2020-06-29 01:59:48
2020-06-29-01:59:48,59,1,2020-06-29 01:59:48
2020-06-29-01:59:49,59,1,2020-06-29 01:59:49
2020-06-29-01:59:49,59,1,2020-06-29 01:59:49
2020-06-29-01:59:50,59,0,2020-06-29 01:59:50
2020-06-29-01:59:50,59,1,2020-06-29 01:59:50
2020-06-29-01:59:51,59,1,2020-06-29 01:59:51
2020-06-29-01:59:51,59,0,2020-06-29 01:59:51
2020-06-29-01:59:52,59,0,2020-06-29 01:59:52
2020-06-29-01:59:52,59,1,2020-06-29 01:59:52
2020-06-29-01:59:53,59,1,2020-06-29 01:59:53
2020-06-29-01:59:54,59,0,2020-06-29 01:59:54
2020-06-29-01:59:56,59,0,2020-06-29 01:59:56
2020-06-29-01:59:57,59,0,2020-06-29 01:59:57
2020-06-29-01:59:58,59,1,2020-06-29 01:59:58
2020-06-29-01:59:58,59,0,2020-06-29 01:59:58
2020-06-29-02:00:02,0,1,f1
2020-06-29-02:00:04,0,0,f1
2020-06-29-02:00:05,0,0,f1
2020-06-29-02:00:06,0,0,f1
2020-06-29-02:00:06,0,1,f1
2020-06-29-02:00:07,0,0,f1
2020-06-29-02:00:07,0,0,f1
2020-06-29-02:00:08,0,1,f1
2020-06-29-02:00:08,0,1,f1
2020-06-29-02:00:08,0,1,f1
2020-06-29-02:00:09,0,1,f1
2020-06-29-02:00:09,0,0,f1
2020-06-29-02:00:10,0,1,f1
2020-06-29-02:00:10,0,1,f1
2020-06-29-02:00:10,0,1,f1
2020-06-29-02:00:11,0,1,f1
2020-06-29-02:00:14,0,0,f1
2020-06-29-02:00:15,0,0,f1
2020-06-29-02:00:16,0,1,f1
2020-06-29-02:00:16,0,1,f1
2020-06-29-02:00:18,0,1,f1
2020-06-29-02:00:18,0,1,f1
2020-06-29-02:00:19,0,1,f1
2020-06-29-02:00:20,0,0,f1
2020-06-29-02:00:22,0,0,f1
2020-06-29-02:00:23,0,0,f1
2020-06-29-02:00:23,0,0,f1
2020-06-29-02:00:23,0,1,f1
2020-06-29-02:00:25,0,1,f1
2020-06-29-02:00:25,0,0,f1
2020-06-29-02:00:25,0,0,f1
2020-06-29-02:00:28,0,0,f1
2020-06-29-02:00:30,0,0,f1
2020-06-29-02:00:31,0,1,f1
2020-06-29-02:00:32,0,0,f1
2020-06-29-02:00:33,0,0,f1
2020-06-29-02:00:33,0,0,f1
2020-06-29-02:00:34,0,1,f1
2020-06-29-02:00:35,0,1,f1
2020-06-29-02:00:35,0,0,f1
2020-06-29-02:00:37,0,0,f1
2020-06-29-02:00:39,0,0,f1
2020-06-29-02:00:44,0,0,f1
2020-06-29-02:00:45,0,1,f1
2020-06-29-02:00:45,0,0,f1
2020-06-29-02:00:46,0,1,f1
2020-06-29-02:00:47,0,1,f1
2020-06-29-02:00:48,0,1,f1
2020-06-29-02:00:48,0,1,f1
2020-06-29-02:00:49,0,1,f1
2020-06-29-02:00:51,0,0,f1
2020-06-29-02:00:52,0,0,f1
2020-06-29-02:00:52,0,0,f1
2020-06-29-02:00:52,0,0,f1
2020-06-29-02:00:53,0,1,f1
2020-06-29-02:00:54,0,1,f1
2020-06-29-02:00:55,0,0,f1
2020-06-29-02:00:57,0,1,f1
2020-06-29-02:00:58,0,0,f1
2020-06-29-02:00:59,0,0,f1
2020-06-29-02:01:00,1,1,f1
2020-06-29-02:01:00,1,0,f1
2020-06-29-02:01:04,1,1,f1
2020-06-29-02:01:05,1,0,f1
2020-06-29-02:01:06,1,1,f1
2020-06-29-02:01:06,1,0,f1
2020-06-29-02:01:07,1,1,f1
2020-06-29-02:01:07,1,1,f1
2020-06-29-02:01:08,1,0,f1
2020-06-29-02:01:08,1,1,f1
2020-06-29-02:01:09,1,0,f1
2020-06-29-02:01:11,1,1,f1
2020-06-29-02:01:13,1,1,f1
2020-06-29-02:01:23,1,0,f1
2020-06-29-02:01:23,1,0,f1
2020-06-29-02:01:24,1,1,f1
2020-06-29-02:01:25,1,1,f1
2020-06-29-02:01:26,1,1,f1
2020-06-29-02:01:28,1,0,f1
2020-06-29-02:01:29,1,0,f1
2020-06-29-02:01:31,1,1,f1
2020-06-29-02:01:31,1,1,f1
2020-06-29-02:01:32,1,0,f1
2020-06-29-02:01:32,1,1,f1
2020-06-29-02:01:33,1,0,f1
2020-06-29-02:01:33,1,1,f1
2020-06-29-02:01:38,1,1,f1
2020-06-29-02:01:41,1,1,f1
2020-06-29-02:01:42,1,0,f1
2020-06-29-02:01:43,1,1,f1
2020-06-29-02:01:46,1,1,f1
2020-06-29-02:01:48,1,0,f1
2020-06-29-02:01:52,1,1,f1
2020-06-29-02:01:52,1,1,f1
2020-06-29-02:01:53,1,1,f1
2020-06-29-02:01:55,1,0,f1
2020-06-29-02:01:57,1,0,f1
2020-06-29-02:01:58,1,1,f1
2020-06-29-02:01:58,1,1,f1
2020-06-29-02:01:58,1,1,f1
2020-06-29-02:01:59,1,1,f1
2020-06-29-02:01:59,1,1,f1
2020-06-29-02:02:00,2,0,f1
2020-06-29-02:02:01,2,0,f1
2020-06-29-02:02:03,2,0,f1
2020-06-29-02:02:03,2,0,f1
2020-06-29-02:02:04,2,1,f1
2020-06-29-02:02:08,2,0,f1
2020-06-29-02:02:08,2,0,f1
2020-06-29-02:02:09,2,0,f1
2020-06-29-02:02:10,2,0,f1
2020-06-29-02:02:10,2,1,f1
2020-06-29-02:02:10,2,1,f1
2020-06-29-02:02:11,2,0,f1
2020-06-29-02:02:11,2,1,f1
2020-06-29-02:02:12,2,1,f1
2020-06-29-02:02:13,2,0,f1
2020-06-29-02:02:14,2,1,f1
2020-06-29-02:02:14,2,1,f1
2020-06-29-02:02:15,2,1,f1
2020-06-29-02:02:17,2,1,f1
2020-06-29-02:02:18,2,0,f1
2020-06-29-02:02:18,2,0,f1
2020-06-29-02:02:19,2,1,f1
2020-06-29-02:02:22,2,1,f1
2020-06-29-02:02:23,2,1,f1
2020-06-29-02:02:23,2,0,f1
2020-06-29-02:02:23,2,0,f1
2020-06-29-02:02:24,2,0,f1
2020-06-29-02:02:25,2,0,f1
2020-06-29-02:02:25,2,0,f1
2020-06-29-02:02:25,2,1,f1
2020-06-29-02:02:26,2,1,f1
2020-06-29-02:02:27,2,0,f1
2020-06-29-02:02:29,2,0,f1
2020-06-29-02:02:30,2,1,f1
2020-06-29-02:02:31,2,1,f1
2020-06-29-02:02:32,2,0,f1
2020-06-29-02:02:34,2,0,f1
2020-06-29-02:02:36,2,1,f1
2020-06-29-02:02:36,2,0,f1
2020-06-29-02:02:37,2,0,f1
2020-06-29-02:02:37,2,1,f1
2020-06-29-02:02:39,2,1,f1
2020-06-29-02:02:39,2,1,f1
2020-06-29-02:02:43,2,1,f1
2020-06-29-02:02:44,2,1,f1
2020-06-29-02:02:45,2,0,f1
2020-06-29-02:02:45,2,0,f1
2020-06-29-02:02:46,2,0,f1
2020-06-29-02:02:46,2,1,f1
2020-06-29-02:02:47,2,0,f1
2020-06-29-02:02:48,2,0,f1
2020-06-29-02:02:48,2,1,f1
2020-06-29-02:02:48,2,1,f1
2020-06-29-02:02:49,2,1,f1
2020-06-29-02:02:49,2,1,f1
2020-06-29-02:02:49,2,0,f1
2020-06-29-02:02:50,2,1,f1
2020-06-29-02:02:51,2,0,f1
2020-06-29-02:02:52,2,1,f1
2020-06-29-02:02:52,2,0,f1
2020-06-29-02:02:53,2,1,f1
2020-06-29-02:02:56,2,0,f1
2020-06-29-02:02:56,2,1,f1
2020-06-29-02:02:58,2,1,f1
2020-06-29-02:02:58,2,1,f1
2020-06-29-02:02:59,2,1,f1
2020-06-29-02:03:02,3,1,f1
2020-06-29-02:03:03,3,1,f1
2020-06-29-02:03:03,3,1,f1
2020-06-29-02:03:04,3,0,f1
2020-06-29-02:03:08,3,0,f1
2020-06-29-02:03:11,3,0,f1
2020-06-29-02:03:12,3,1,f1
2020-06-29-02:03:12,3,1,f1
2020-06-29-02:03:14,3,0,f1
2020-06-29-02:03:14,3,1,f1
2020-06-29-02:03:16,3,1,f1
2020-06-29-02:03:20,3,1,f1
2020-06-29-02:03:20,3,0,f1
2020-06-29-02:03:21,3,1,f1
2020-06-29-02:03:21,3,0,f1
2020-06-29-02:03:22,3,1,f1
2020-06-29-02:03:24,3,0,f1
2020-06-29-02:03:25,3,1,f1
2020-06-29-02:03:26,3,1,f1
2020-06-29-02:03:27,3,0,f1
2020-06-29-02:03:27,3,0,f1
2020-06-29-02:03:28,3,1,f1
2020-06-29-02:03:29,3,1,f1
2020-06-29-02:03:30,3,0,f1
2020-06-29-02:03:30,3,1,f1
2020-06-29-02:03:30,3,1,f1
2020-06-29-02:03:31,3,0,f1
2020-06-29-02:03:32,3,0,f1
2020-06-29-02:03:33,3,0,f1
2020-06-29-02:03:33,3,1,f1
2020-06-29-02:03:34,3,0,f1
2020-06-29-02:03:35,3,1,f1
2020-06-29-02:03:38,3,0,f1
2020-06-29-02:03:39,3,0,f1
2020-06-29-02:03:39,3,1,f1
2020-06-29-02:03:39,3,0,f1
2020-06-29-02:03:40,3,1,f1
2020-06-29-02:03:42,3,1,f1
2020-06-29-02:03:43,3,0,f1
2020-06-29-02:03:43,3,0,f1
2020-06-29-02:03:44,3,0,f1
2020-06-29-02:03:44,3,1,f1
2020-06-29-02:03:45,3,1,f1
2020-06-29-02:03:45,3,0,f1
2020-06-29-02:03:46,3,0,f1
2020-06-29-02:03:46,3,0,f1
2020-06-29-02:03:46,3,1,f1
2020-06-29-02:03:47,3,0,f1
2020-06-29-02:03:49,3,1,f1
2020-06-29-02:03:50,3,0,f1
2020-06-29-02:03:50,3,0,f1
2020-06-29-02:03:51,3,1,f1
2020-06-29-02:03:51,3,0,f1
2020-06-29-02:03:52,3,1,f1
2020-06-29-02:03:52,3,1,f1
2020-06-29-02:03:52,3,1,f1
2020-06-29-02:03:53,3,0,f1
2020-06-29-02:03:53,3,0,f1
2020-06-29-02:03:53,3,0,f1
2020-06-29-02:03:55,3,1,f1
2020-06-29-02:03:55,3,0,f1
2020-06-29-02:03:57,3,0,f1
2020-06-29-02:03:58,3,0,f1
2020-06-29-02:03:58,3,0,f1
2020-06-29-02:03:59,3,1,f1
2020-06-29-02:04:00,4,1,f1
2020-06-29-02:04:00,4,0,f1
2020-06-29-02:04:02,4,1,f1
2020-06-29-02:04:04,4,1,f1
2020-06-29-02:04:05,4,0,f1
2020-06-29-02:04:06,4,0,f1
2020-06-29-02:04:09,4,1,f1
2020-06-29-02:04:10,4,1,f1
2020-06-29-02:04:10,4,0,f1
2020-06-29-02:04:11,4,0,f1
2020-06-29-02:04:11,4,0,f1
2020-06-29-02:04:12,4,0,f1
2020-06-29-02:04:12,4,1,f1
2020-06-29-02:04:13,4,0,f1
2020-06-29-02:04:15,4,0,f1
2020-06-29-02:04:16,4,0,f1
2020-06-29-02:04:17,4,0,f1
2020-06-29-02:04:17,4,1,f1
2020-06-29-02:04:18,4,0,f1
2020-06-29-02:04:18,4,1,f1
2020-06-29-02:04:20,4,1,f1
2020-06-29-02:04:22,4,1,f1
2020-06-29-02:04:23,4,1,f1
2020-06-29-02:04:24,4,0,f1
2020-06-29-02:04:26,4,1,f1
2020-06-29-02:04:27,4,1,f1
2020-06-29-02:04:27,4,0,f1
2020-06-29-02:04:28,4,1,f1
2020-06-29-02:04:28,4,1,f1
2020-06-29-02:04:29,4,0,f1
2020-06-29-02:04:33,4,0,f1
2020-06-29-02:04:33,4,0,f1
2020-06-29-02:04:34,4,0,f1
2020-06-29-02:04:35,4,0,f1
2020-06-29-02:04:35,4,1,f1
2020-06-29-02:04:36,4,1,f1
2020-06-29-02:04:36,4,0,f1
2020-06-29-02:04:37,4,1,f1
2020-06-29-02:04:37,4,1,f1
2020-06-29-02:04:37,4,0,f1
2020-06-29-02:04:38,4,0,f1
2020-06-29-02:04:38,4,1,f1
2020-06-29-02:04:39,4,0,f1
2020-06-29-02:04:41,4,1,f1
2020-06-29-02:04:41,4,1,f1
2020-06-29-02:04:42,4,0,f1
2020-06-29-02:04:42,4,1,f1
2020-06-29-02:04:43,4,0,f1
2020-06-29-02:04:43,4,0,f1
2020-06-29-02:04:44,4,0,f1
2020-06-29-02:04:45,4,0,f1
2020-06-29-02:04:45,4,1,f1
2020-06-29-02:04:46,4,1,f1
2020-06-29-02:04:46,4,0,f1
2020-06-29-02:04:48,4,0,f1
2020-06-29-02:04:49,4,0,f1
2020-06-29-02:04:49,4,1,f1
2020-06-29-02:04:51,4,1,f1
2020-06-29-02:04:52,4,1,f1
2020-06-29-02:04:53,4,0,f1
2020-06-29-02:04:53,4,1,f1
2020-06-29-02:04:54,4,1,f1
2020-06-29-02:04:54,4,0,f1
2020-06-29-02:04:55,4,0,f1
2020-06-29-02:04:55,4,0,f1
2020-06-29-02:04:55,4,0,f1
2020-06-29-02:04:56,4,0,f1
2020-06-29-02:04:56,4,0,f1
2020-06-29-02:04:56,4,1,f1
2020-06-29-02:04:57,4,0,f1
2020-06-29-02:04:57,4,1,f1
2020-06-29-02:05:01,5,1,f1
2020-06-29-02:05:01,5,1,f1
2020-06-29-02:05:02,5,0,f1
2020-06-29-02:05:02,5,0,f1
2020-06-29-02:05:03,5,1,f1
2020-06-29-02:05:03,5,0,f1
2020-06-29-02:05:03,5,0,f1
2020-06-29-02:05:04,5,0,f1
2020-06-29-02:05:05,5,1,f1
2020-06-29-02:05:05,5,1,f1
2020-06-29-02:05:06,5,1,f1
2020-06-29-02:05:07,5,0,f1
2020-06-29-02:05:07,5,1,f1
2020-06-29-02:05:09,5,1,f1
2020-06-29-02:05:09,5,1,f1
2020-06-29-02:05:17,5,1,f1
2020-06-29-02:05:17,5,1,f1
2020-06-29-02:05:17,5,1,f1
2020-06-29-02:05:18,5,0,f1
2020-06-29-02:05:19,5,0,f1
2020-06-29-02:05:20,5,0,f1
2020-06-29-02:05:20,5,0,f1
2020-06-29-02:05:20,5,0,f1
2020-06-29-02:05:21,5,0,f1
2020-06-29-02:05:21,5,0,f1
2020-06-29-02:05:22,5,1,f1
2020-06-29-02:05:22,5,0,f1
2020-06-29-02:05:24,5,1,f1
2020-06-29-02:05:24,5,0,f1
2020-06-29-02:05:25,5,1,f1
2020-06-29-02:05:26,5,1,f1
2020-06-29-02:05:26,5,1,f1
2020-06-29-02:05:27,5,1,f1
2020-06-29-02:05:27,5,1,f1
2020-06-29-02:05:28,5,1,f1
2020-06-29-02:05:29,5,1,f1
2020-06-29-02:05:29,5,0,f1
2020-06-29-02:05:30,5,0,f1
2020-06-29-02:05:31,5,1,f1
2020-06-29-02:05:32,5,0,f1
2020-06-29-02:05:38,5,0,f1
2020-06-29-02:05:39,5,1,f1
2020-06-29-02:05:40,5,1,f1
2020-06-29-02:05:41,5,0,f1
2020-06-29-02:05:42,5,1,f1
2020-06-29-02:05:44,5,0,f1
2020-06-29-02:05:47,5,0,f1
2020-06-29-02:05:47,5,1,f1
2020-06-29-02:05:48,5,1,f1
2020-06-29-02:05:50,5,1,f1
2020-06-29-02:05:51,5,0,f1
2020-06-29-02:05:52,5,1,f1
2020-06-29-02:05:53,5,1,f1
2020-06-29-02:05:53,5,1,f1
2020-06-29-02:05:54,5,1,f1
2020-06-29-02:05:56,5,0,f1
2020-06-29-02:05:57,5,1,f1
2020-06-29-02:05:58,5,0,f1
2020-06-29-02:06:00,6,0,f1
2020-06-29-02:06:01,6,0,f1
2020-06-29-02:06:01,6,1,f1
2020-06-29-02:06:02,6,0,f1
2020-06-29-02:06:02,6,1,f1
2020-06-29-02:06:03,6,1,f1
2020-06-29-02:06:04,6,1,f1
2020-06-29-02:06:04,6,1,f1
2020-06-29-02:06:05,6,0,f1
2020-06-29-02:06:05,6,0,f1
2020-06-29-02:06:05,6,0,f1
2020-06-29-02:06:07,6,0,f1
2020-06-29-02:06:07,6,1,f1
2020-06-29-02:06:08,6,0,f1
2020-06-29-02:06:09,6,0,f1
2020-06-29-02:06:09,6,1,f1
2020-06-29-02:06:09,6,0,f1
2020-06-29-02:06:10,6,0,f1
2020-06-29-02:06:12,6,1,f1
2020-06-29-02:06:14,6,0,f1
2020-06-29-02:06:16,6,1,f1
2020-06-29-02:06:17,6,0,f1
2020-06-29-02:06:19,6,1,f1
2020-06-29-02:06:20,6,0,f1
2020-06-29-02:06:20,6,0,f1
2020-06-29-02:06:21,6,1,f1
2020-06-29-02:06:21,6,1,f1
2020-06-29-02:06:22,6,0,f1
2020-06-29-02:06:23,6,1,f1
2020-06-29-02:06:24,6,1,f1
2020-06-29-02:06:24,6,1,f1
2020-06-29-02:06:25,6,0,f1
2020-06-29-02:06:26,6,0,f1
2020-06-29-02:06:26,6,1,f1
2020-06-29-02:06:27,6,0,f1
2020-06-29-02:06:27,6,1,f1
2020-06-29-02:06:28,6,0,f1
2020-06-29-02:06:28,6,1,f1
2020-06-29-02:06:29,6,0,f1
2020-06-29-02:06:30,6,1,f1
2020-06-29-02:06:32,6,0,f1
2020-06-29-02:06:34,6,0,f1
2020-06-29-02:06:35,6,1,f1
2020-06-29-02:06:35,6,1,f1
2020-06-29-02:06:35,6,0,f1
2020-06-29-02:06:36,6,1,f1
2020-06-29-02:06:36,6,1,f1
2020-06-29-02:06:37,6,0,f1
2020-06-29-02:06:37,6,1,f1
2020-06-29-02:06:37,6,0,f1
2020-06-29-02:06:38,6,1,f1
2020-06-29-02:06:38,6,0,f1
2020-06-29-02:06:38,6,0,f1
2020-06-29-02:06:39,6,0,f1
2020-06-29-02:06:43,6,0,f1
2020-06-29-02:06:44,6,0,f1
2020-06-29-02:06:44,6,1,f1
2020-06-29-02:06:44,6,0,f1
2020-06-29-02:06:45,6,1,f1
2020-06-29-02:06:45,6,0,f1
2020-06-29-02:06:46,6,1,f1
2020-06-29-02:06:46,6,0,f1
2020-06-29-02:06:46,6,1,f1
2020-06-29-02:06:48,6,1,f1
2020-06-29-02:06:48,6,0,f1
2020-06-29-02:06:49,6,1,f1
2020-06-29-02:06:49,6,1,f1
2020-06-29-02:06:50,6,0,f1
2020-06-29-02:06:50,6,1,f1
2020-06-29-02:06:51,6,1,f1
2020-06-29-02:06:52,6,1,f1
2020-06-29-02:06:54,6,1,f1
2020-06-29-02:06:56,6,1,f1
2020-06-29-02:06:57,6,1,f1
2020-06-29-02:06:59,6,1,f1
2020-06-29-02:07:00,7,1,f1
2020-06-29-02:07:00,7,0,f1
2020-06-29-02:07:02,7,1,f1
2020-06-29-02:07:02,7,0,f1
2020-06-29-02:07:06,7,0,f1
2020-06-29-02:07:06,7,1,f1
2020-06-29-02:07:07,7,0,f1
2020-06-29-02:07:08,7,1,f1
2020-06-29-02:07:11,7,0,f1
2020-06-29-02:07:15,7,1,f1
2020-06-29-02:07:16,7,1,f1
2020-06-29-02:07:17,7,1,f1
2020-06-29-02:07:18,7,0,f1
2020-06-29-02:07:22,7,0,f1
2020-06-29-02:07:23,7,1,f1
2020-06-29-02:07:24,7,0,f1
2020-06-29-02:07:25,7,0,f1
2020-06-29-02:07:26,7,1,f1
2020-06-29-02:07:26,7,1,f1
2020-06-29-02:07:26,7,0,f1
2020-06-29-02:07:27,7,0,f1
2020-06-29-02:07:27,7,1,f1
2020-06-29-02:07:29,7,0,f1
2020-06-29-02:07:29,7,0,f1
2020-06-29-02:07:30,7,0,f1
2020-06-29-02:07:30,7,1,f1
2020-06-29-02:07:32,7,1,f1
2020-06-29-02:07:33,7,1,f1
2020-06-29-02:07:34,7,0,f1
2020-06-29-02:07:36,7,1,f1
2020-06-29-02:07:39,7,1,f1
2020-06-29-02:07:40,7,0,f1
2020-06-29-02:07:40,7,1,f1
2020-06-29-02:07:41,7,1,f1
2020-06-29-02:07:41,7,0,f1
2020-06-29-02:07:45,7,1,f1
2020-06-29-02:07:47,7,1,f1
2020-06-29-02:07:48,7,0,f1
2020-06-29-02:07:49,7,0,f1
2020-06-29-02:07:51,7,0,f1
2020-06-29-02:07:52,7,1,f1
2020-06-29-02:07:53,7,1,f1
2020-06-29-02:07:53,7,1,f1
2020-06-29-02:07:53,7,0,f1
2020-06-29-02:07:54,7,1,f1
2020-06-29-02:07:54,7,1,f1
2020-06-29-02:07:55,7,1,f1
2020-06-29-02:07:57,7,0,f1
2020-06-29-02:07:58,7,0,f1
2020-06-29-02:07:59,7,1,f1
2020-06-29-02:07:59,7,1,f1
2020-06-29-02:08:02,8,1,f1
2020-06-29-02:08:03,8,0,f1
2020-06-29-02:08:03,8,0,f1
2020-06-29-02:08:04,8,1,f1
2020-06-29-02:08:07,8,0,f1
2020-06-29-02:08:07,8,0,f1
2020-06-29-02:08:09,8,1,f1
2020-06-29-02:08:14,8,1,f1
2020-06-29-02:08:14,8,1,f1
2020-06-29-02:08:15,8,1,f1
2020-06-29-02:08:15,8,0,f1
2020-06-29-02:08:15,8,0,f1
2020-06-29-02:08:16,8,1,f1
2020-06-29-02:08:17,8,1,f1
2020-06-29-02:08:20,8,0,f1
2020-06-29-02:08:20,8,1,f1
2020-06-29-02:08:21,8,1,f1
2020-06-29-02:08:22,8,0,f1
2020-06-29-02:08:24,8,0,f1
2020-06-29-02:08:24,8,0,f1
2020-06-29-02:08:24,8,0,f1
2020-06-29-02:08:25,8,1,f1
2020-06-29-02:08:26,8,0,f1
2020-06-29-02:08:27,8,0,f1
2020-06-29-02:08:28,8,1,f1
2020-06-29-02:08:29,8,1,f1
2020-06-29-02:08:30,8,1,f1
2020-06-29-02:08:31,8,1,f1
2020-06-29-02:08:32,8,0,f1
2020-06-29-02:08:33,8,1,f1
2020-06-29-02:08:33,8,1,f1
2020-06-29-02:08:35,8,0,f1
2020-06-29-02:08:36,8,0,f1
2020-06-29-02:08:38,8,1,f1
2020-06-29-02:08:38,8,1,f1
2020-06-29-02:08:39,8,0,f1
2020-06-29-02:08:40,8,0,f1
