Date_Time,Minute,Status,Min_Class
68962,2020-07-01-22:34:15,34,0,f4
68963,2020-07-01-22:34:16,34,0,f4
68964,2020-07-01-22:34:17,34,1,f4
68965,2020-07-01-22:34:18,34,0,f4
68966,2020-07-01-22:34:18,34,0,f4
68967,2020-07-01-22:34:19,34,1,f4
68968,2020-07-01-22:34:20,34,0,f4
68969,2020-07-01-22:34:20,34,0,f4
68970,2020-07-01-22:34:21,34,1,f4
68971,2020-07-01-22:34:22,34,1,f4
68972,2020-07-01-22:34:22,34,1,f4
68973,2020-07-01-22:34:23,34,0,f4
68974,2020-07-01-22:34:24,34,0,f4
68975,2020-07-01-22:34:24,34,0,f4
68976,2020-07-01-22:34:25,34,0,f4
68977,2020-07-01-22:34:26,34,1,f4
68978,2020-07-01-22:34:27,34,1,f4
68979,2020-07-01-22:34:27,34,0,f4
68980,2020-07-01-22:34:28,34,0,f4
68981,2020-07-01-22:34:29,34,0,f4
68982,2020-07-01-22:34:29,34,0,f4
68983,2020-07-01-22:34:30,34,0,f4
68984,2020-07-01-22:34:30,34,0,f4
68985,2020-07-01-22:34:31,34,0,f4
68986,2020-07-01-22:34:32,34,1,f4
68987,2020-07-01-22:34:33,34,1,f4
68988,2020-07-01-22:34:33,34,0,f4
68989,2020-07-01-22:34:34,34,1,f4
68990,2020-07-01-22:34:35,34,1,f4
68991,2020-07-01-22:34:35,34,1,f4
68992,2020-07-01-22:34:36,34,1,f4
68993,2020-07-01-22:34:37,34,1,f4
68994,2020-07-01-22:34:37,34,0,f4
68995,2020-07-01-22:34:38,34,0,f4
68996,2020-07-01-22:34:39,34,1,f4
68997,2020-07-01-22:34:39,34,0,f4
68998,2020-07-01-22:34:40,34,0,f4
68999,2020-07-01-22:34:41,34,0,f4
69000,2020-07-01-22:34:41,34,0,f4
69001,2020-07-01-22:34:42,34,1,f4
69002,2020-07-01-22:34:43,34,1,f4
69003,2020-07-01-22:34:44,34,1,f4
69004,2020-07-01-22:34:44,34,0,f4
69005,2020-07-01-22:34:45,34,0,f4
69006,2020-07-01-22:34:46,34,0,f4
69007,2020-07-01-22:34:46,34,0,f4
69008,2020-07-01-22:34:47,34,0,f4
69009,2020-07-01-22:34:48,34,0,f4
69010,2020-07-01-22:34:48,34,1,f4
69011,2020-07-01-22:34:49,34,0,f4
69012,2020-07-01-22:34:50,34,0,f4
69013,2020-07-01-22:34:50,34,1,f4
69014,2020-07-01-22:34:51,34,1,f4
69015,2020-07-01-22:34:52,34,1,f4
69016,2020-07-01-22:34:53,34,0,f4
69017,2020-07-01-22:34:53,34,1,f4
69018,2020-07-01-22:34:54,34,0,f4
69019,2020-07-01-22:34:55,34,0,f4
69020,2020-07-01-22:34:55,34,0,f4
69021,2020-07-01-22:34:56,34,1,f4
69022,2020-07-01-22:34:57,34,0,f4
69023,2020-07-01-22:34:57,34,0,f4
69024,2020-07-01-22:34:58,34,0,f4
69025,2020-07-01-22:34:59,34,0,f4
69026,2020-07-01-22:34:59,34,0,f4
69027,2020-07-01-22:35:00,35,1,f4
69028,2020-07-01-22:35:01,35,0,f4
69029,2020-07-01-22:35:01,35,0,f4
69030,2020-07-01-22:35:02,35,1,f4
69031,2020-07-01-22:35:03,35,1,f4
69032,2020-07-01-22:35:04,35,1,f4
69033,2020-07-01-22:35:04,35,1,f4
69034,2020-07-01-22:35:05,35,0,f4
69035,2020-07-01-22:35:06,35,0,f4
69036,2020-07-01-22:35:06,35,0,f4
69037,2020-07-01-22:35:07,35,1,f4
69038,2020-07-01-22:35:08,35,0,f4
69039,2020-07-01-22:35:08,35,0,f4
69040,2020-07-01-22:35:09,35,1,f4
69041,2020-07-01-22:35:10,35,0,f4
69042,2020-07-01-22:35:10,35,1,f4
69043,2020-07-01-22:35:11,35,0,f4
69044,2020-07-01-22:35:12,35,1,f4
69045,2020-07-01-22:35:12,35,1,f4
69046,2020-07-01-22:35:13,35,0,f4
69047,2020-07-01-22:35:14,35,0,f4
69048,2020-07-01-22:35:14,35,0,f4
69049,2020-07-01-22:35:15,35,0,f4
69050,2020-07-01-22:35:16,35,0,f4
69051,2020-07-01-22:35:16,35,0,f4
69052,2020-07-01-22:35:17,35,0,f4
69053,2020-07-01-22:35:18,35,1,f4
69054,2020-07-01-22:35:18,35,1,f4
69055,2020-07-01-22:35:19,35,1,f4
69056,2020-07-01-22:35:20,35,0,f4
69057,2020-07-01-22:35:20,35,1,f4
69058,2020-07-01-22:35:21,35,1,f4
69059,2020-07-01-22:35:22,35,0,f4
69060,2020-07-01-22:35:23,35,1,f4
69061,2020-07-01-22:35:23,35,1,f4
69062,2020-07-01-22:35:24,35,1,f4
69063,2020-07-01-22:35:25,35,0,f4
69064,2020-07-01-22:35:25,35,1,f4
69065,2020-07-01-22:35:26,35,0,f4
69066,2020-07-01-22:35:27,35,1,f4
69067,2020-07-01-22:35:27,35,0,f4
69068,2020-07-01-22:35:28,35,1,f4
69069,2020-07-01-22:35:29,35,1,f4
69070,2020-07-01-22:35:29,35,0,f4
69071,2020-07-01-22:35:30,35,0,f4
69072,2020-07-01-22:35:31,35,1,f4
69073,2020-07-01-22:35:31,35,1,f4
69074,2020-07-01-22:35:32,35,0,f4
69075,2020-07-01-22:35:33,35,0,f4
69076,2020-07-01-22:35:33,35,0,f4
69077,2020-07-01-22:35:34,35,1,f4
69078,2020-07-01-22:35:35,35,1,f4
69079,2020-07-01-22:35:35,35,0,f4
69080,2020-07-01-22:35:36,35,0,f4
69081,2020-07-01-22:35:37,35,1,f4
69082,2020-07-01-22:35:37,35,1,f4
69083,2020-07-01-22:35:38,35,1,f4
69084,2020-07-01-22:36:10,36,0,f4
69085,2020-07-01-22:36:11,36,1,f4
69086,2020-07-01-22:36:16,36,0,f4
69087,2020-07-01-22:36:17,36,0,f4
69088,2020-07-01-22:36:17,36,0,f4
69089,2020-07-01-22:36:18,36,0,f4
69090,2020-07-01-22:36:19,36,1,f4
69091,2020-07-01-22:36:19,36,1,f4
69092,2020-07-01-22:36:20,36,1,f4
69093,2020-07-01-22:36:21,36,0,f4
69094,2020-07-01-22:36:22,36,0,f4
69095,2020-07-01-22:36:22,36,1,f4
69096,2020-07-01-22:36:23,36,0,f4
69097,2020-07-01-22:36:24,36,0,f4
69098,2020-07-01-22:36:24,36,1,f4
69099,2020-07-01-22:36:25,36,1,f4
69100,2020-07-01-22:36:26,36,0,f4
69101,2020-07-01-22:36:26,36,0,f4
69102,2020-07-01-22:36:27,36,0,f4
69103,2020-07-01-22:36:28,36,0,f4
69104,2020-07-01-22:36:29,36,0,f4
69105,2020-07-01-22:36:29,36,1,f4
69106,2020-07-01-22:36:30,36,1,f4
69107,2020-07-01-22:36:31,36,1,f4
69108,2020-07-01-22:36:31,36,1,f4
69109,2020-07-01-22:36:32,36,1,f4
69110,2020-07-01-22:36:33,36,1,f4
69111,2020-07-01-22:36:33,36,1,f4
69112,2020-07-01-22:36:34,36,0,f4
69113,2020-07-01-22:36:35,36,0,f4
69114,2020-07-01-22:36:36,36,1,f4
69115,2020-07-01-22:36:36,36,1,f4
69116,2020-07-01-22:36:37,36,0,f4
69117,2020-07-01-22:36:38,36,0,f4
69118,2020-07-01-22:36:38,36,0,f4
69119,2020-07-01-22:36:39,36,0,f4
69120,2020-07-01-22:36:40,36,1,f4
69121,2020-07-01-22:36:40,36,1,f4
69122,2020-07-01-22:36:41,36,0,f4
69123,2020-07-01-22:36:42,36,1,f4
69124,2020-07-01-22:36:43,36,0,f4
69125,2020-07-01-22:36:44,36,0,f4
69126,2020-07-01-22:36:45,36,1,f4
69127,2020-07-01-22:36:46,36,1,f4
69128,2020-07-01-22:36:46,36,1,f4
69129,2020-07-01-22:36:47,36,0,f4
69130,2020-07-01-22:36:48,36,0,f4
69131,2020-07-01-22:36:48,36,1,f4
69132,2020-07-01-22:36:49,36,0,f4
69133,2020-07-01-22:36:50,36,1,f4
69134,2020-07-01-22:36:50,36,1,f4
69135,2020-07-01-22:36:51,36,1,f4
69136,2020-07-01-22:36:52,36,0,f4
69137,2020-07-01-22:36:52,36,1,f4
69138,2020-07-01-22:36:53,36,1,f4
69139,2020-07-01-22:36:54,36,0,f4
69140,2020-07-01-22:36:55,36,1,f4
69141,2020-07-01-22:36:55,36,1,f4
69142,2020-07-01-22:36:56,36,0,f4
69143,2020-07-01-22:36:56,36,1,f4
69144,2020-07-01-22:36:57,36,0,f4
69145,2020-07-01-22:36:58,36,1,f4
69146,2020-07-01-22:36:59,36,1,f4
69147,2020-07-01-22:36:59,36,0,f4
69148,2020-07-01-22:37:00,37,1,f4
69149,2020-07-01-22:37:01,37,1,f4
69150,2020-07-01-22:37:03,37,0,f4
69151,2020-07-01-22:37:04,37,0,f4
69152,2020-07-01-22:37:05,37,1,f4
69153,2020-07-01-22:37:06,37,0,f4
69154,2020-07-01-22:37:06,37,0,f4
69155,2020-07-01-22:37:07,37,0,f4
69156,2020-07-01-22:37:08,37,1,f4
69157,2020-07-01-22:37:08,37,1,f4
69158,2020-07-01-22:37:09,37,1,f4
69159,2020-07-01-22:37:10,37,0,f4
69160,2020-07-01-22:37:11,37,1,f4
69161,2020-07-01-22:37:12,37,1,f4
69162,2020-07-01-22:37:13,37,0,f4
69163,2020-07-01-22:37:14,37,1,f4
69164,2020-07-01-22:37:15,37,0,f4
69165,2020-07-01-22:37:15,37,0,f4
69166,2020-07-01-22:37:16,37,0,f4
69167,2020-07-01-22:37:17,37,0,f4
69168,2020-07-01-22:37:18,37,1,f4
69169,2020-07-01-22:37:18,37,1,f4
69170,2020-07-01-22:37:19,37,0,f4
69171,2020-07-01-22:37:20,37,1,f4
69172,2020-07-01-22:37:20,37,1,f4
69173,2020-07-01-22:37:21,37,0,f4
69174,2020-07-01-22:37:22,37,0,f4
69175,2020-07-01-22:37:24,37,0,f4
69176,2020-07-01-22:37:25,37,0,f4
69177,2020-07-01-22:37:25,37,0,f4
69178,2020-07-01-22:37:26,37,0,f4
69179,2020-07-01-22:37:27,37,0,f4
69180,2020-07-01-22:37:28,37,0,f4
69181,2020-07-01-22:37:28,37,1,f4
69182,2020-07-01-22:37:29,37,0,f4
69183,2020-07-01-22:37:30,37,1,f4
69184,2020-07-01-22:37:31,37,1,f4
69185,2020-07-01-22:37:31,37,1,f4
69186,2020-07-01-22:37:32,37,0,f4
69187,2020-07-01-22:37:33,37,1,f4
69188,2020-07-01-22:37:33,37,1,f4
69189,2020-07-01-22:37:34,37,1,f4
69190,2020-07-01-22:37:35,37,0,f4
69191,2020-07-01-22:37:36,37,1,f4
69192,2020-07-01-22:37:37,37,1,f4
69193,2020-07-01-22:37:37,37,1,f4
69194,2020-07-01-22:37:38,37,1,f4
69195,2020-07-01-22:37:39,37,0,f4
69196,2020-07-01-22:37:39,37,0,f4
69197,2020-07-01-22:37:40,37,0,f4
69198,2020-07-01-22:37:41,37,1,f4
69199,2020-07-01-22:37:41,37,1,f4
69200,2020-07-01-22:37:42,37,0,f4
69201,2020-07-01-22:37:43,37,1,f4
69202,2020-07-01-22:37:43,37,0,f4
69203,2020-07-01-22:37:44,37,1,f4
69204,2020-07-01-22:37:45,37,1,f4
69205,2020-07-01-22:37:45,37,1,f4
69206,2020-07-01-22:37:46,37,1,f4
69207,2020-07-01-22:37:47,37,0,f4
69208,2020-07-01-22:37:48,37,0,f4
69209,2020-07-01-22:37:48,37,0,f4
69210,2020-07-01-22:37:49,37,0,f4
69211,2020-07-01-22:37:50,37,0,f4
69212,2020-07-01-22:37:50,37,1,f4
69213,2020-07-01-22:37:51,37,0,f4
69214,2020-07-01-22:37:52,37,0,f4
69215,2020-07-01-22:37:52,37,0,f4
69216,2020-07-01-22:37:53,37,0,f4
69217,2020-07-01-22:37:54,37,0,f4
69218,2020-07-01-22:37:55,37,1,f4
69219,2020-07-01-22:37:55,37,1,f4
69220,2020-07-01-22:37:56,37,1,f4
69221,2020-07-01-22:37:57,37,1,f4
69222,2020-07-01-22:37:57,37,0,f4
69223,2020-07-01-22:37:58,37,0,f4
69224,2020-07-01-22:37:59,37,1,f4
69225,2020-07-01-22:37:59,37,1,f4
69226,2020-07-01-22:38:00,38,0,f4
69227,2020-07-01-22:38:01,38,0,f4
69228,2020-07-01-22:38:01,38,0,f4
69229,2020-07-01-22:38:02,38,0,f4
69230,2020-07-01-22:38:03,38,1,f4
69231,2020-07-01-22:38:03,38,1,f4
69232,2020-07-01-22:38:04,38,0,f4
69233,2020-07-01-22:38:05,38,1,f4
69234,2020-07-01-22:38:05,38,0,f4
69235,2020-07-01-22:38:06,38,0,f4
69236,2020-07-01-22:38:07,38,1,f4
69237,2020-07-01-22:38:08,38,1,f4
69238,2020-07-01-22:38:08,38,0,f4
69239,2020-07-01-22:38:09,38,1,f4
69240,2020-07-01-22:38:10,38,0,f4
69241,2020-07-01-22:38:10,38,0,f4
69242,2020-07-01-22:38:11,38,0,f4
69243,2020-07-01-22:38:12,38,1,f4
69244,2020-07-01-22:38:13,38,0,f4
69245,2020-07-01-22:38:14,38,1,f4
69246,2020-07-01-22:38:15,38,0,f4
69247,2020-07-01-22:38:17,38,0,f4
69248,2020-07-01-22:38:19,38,0,f4
69249,2020-07-01-22:38:20,38,1,f4
69250,2020-07-01-22:38:26,38,1,f4
69251,2020-07-01-22:38:34,38,0,f4
69252,2020-07-01-22:39:20,39,1,2020-07-01 22:39:20
69253,2020-07-01-22:39:26,39,1,2020-07-01 22:39:26
69254,2020-07-01-22:39:33,39,0,2020-07-01 22:39:33
69255,2020-07-01-22:39:39,39,1,2020-07-01 22:39:39
69256,2020-07-01-22:39:46,39,0,2020-07-01 22:39:46
69257,2020-07-01-22:40:23,40,1,f5
69258,2020-07-01-22:40:24,40,1,f5
69259,2020-07-01-22:40:25,40,0,f5
69260,2020-07-01-22:40:25,40,0,f5
69261,2020-07-01-22:40:26,40,1,f5
69262,2020-07-01-22:40:26,40,1,f5
69263,2020-07-01-22:40:27,40,1,f5
69264,2020-07-01-22:40:28,40,1,f5
69265,2020-07-01-22:40:28,40,0,f5
69266,2020-07-01-22:40:29,40,0,f5
69267,2020-07-01-22:40:29,40,0,f5
69268,2020-07-01-22:40:30,40,0,f5
69269,2020-07-01-22:40:31,40,0,f5
69270,2020-07-01-22:40:31,40,0,f5
69271,2020-07-01-22:40:32,40,0,f5
69272,2020-07-01-22:40:33,40,1,f5
69273,2020-07-01-22:40:33,40,0,f5
69274,2020-07-01-22:40:36,40,0,f5
69275,2020-07-01-22:40:37,40,0,f5
69276,2020-07-01-22:40:38,40,1,f5
69277,2020-07-01-22:40:39,40,0,f5
69278,2020-07-01-22:40:39,40,1,f5
69279,2020-07-01-22:40:40,40,1,f5
69280,2020-07-01-22:40:41,40,0,f5
69281,2020-07-01-22:40:42,40,1,f5
69282,2020-07-01-22:40:43,40,1,f5
69283,2020-07-01-22:40:44,40,1,f5
69284,2020-07-01-22:40:45,40,1,f5
69285,2020-07-01-22:40:47,40,1,f5
69286,2020-07-01-22:40:48,40,0,f5
69287,2020-07-01-22:40:50,40,0,f5
69288,2020-07-01-22:40:58,40,0,f5
69289,2020-07-01-22:41:06,41,1,f5
69290,2020-07-01-22:41:13,41,1,f5
69291,2020-07-01-22:41:21,41,1,f5
69292,2020-07-01-22:42:06,42,0,f5
69293,2020-07-01-22:42:15,42,0,f5
69294,2020-07-01-22:42:23,42,0,f5
69295,2020-07-01-22:42:30,42,0,f5
69296,2020-07-01-22:43:15,43,1,f5
69297,2020-07-01-22:43:22,43,1,f5
69298,2020-07-01-22:43:32,43,1,f5
69299,2020-07-01-22:43:39,43,0,f5
69300,2020-07-01-22:43:46,43,0,f5
69301,2020-07-01-22:43:55,43,0,f5
69302,2020-07-01-22:44:03,44,1,f5
69303,2020-07-01-22:44:12,44,0,f5
69304,2020-07-01-22:44:59,44,0,f5
69305,2020-07-01-22:45:06,45,0,f5
69306,2020-07-01-22:45:06,45,1,f5
69307,2020-07-01-22:45:07,45,0,f5
69308,2020-07-01-22:45:08,45,1,f5
69309,2020-07-01-22:45:09,45,1,f5
69310,2020-07-01-22:45:09,45,0,f5
69311,2020-07-01-22:45:10,45,1,f5
69312,2020-07-01-22:45:11,45,1,f5
69313,2020-07-01-22:45:11,45,0,f5
69314,2020-07-01-22:45:12,45,1,f5
69315,2020-07-01-22:45:13,45,0,f5
69316,2020-07-01-22:45:13,45,0,f5
69317,2020-07-01-22:45:14,45,1,f5
69318,2020-07-01-22:45:15,45,1,f5
69319,2020-07-01-22:45:20,45,0,f5
69320,2020-07-01-22:45:22,45,1,f5
69321,2020-07-01-22:45:24,45,1,f5
69322,2020-07-01-22:45:26,45,0,f5
69323,2020-07-01-22:45:34,45,1,f5
69324,2020-07-01-22:45:42,45,0,f5
69325,2020-07-01-22:45:50,45,1,f5
69326,2020-07-01-22:45:57,45,1,f5
69327,2020-07-01-22:46:42,46,0,f5
69328,2020-07-01-22:46:49,46,0,f5
69329,2020-07-01-22:46:57,46,1,f5
69330,2020-07-01-22:47:06,47,0,f5
69331,2020-07-01-22:47:14,47,0,f5
69332,2020-07-01-22:47:58,47,0,f5
69333,2020-07-01-22:48:06,48,0,f5
69334,2020-07-01-22:48:14,48,1,f5
69335,2020-07-01-22:48:22,48,1,f5
69336,2020-07-01-22:49:08,49,1,2020-07-01 22:49:08
69337,2020-07-01-22:49:16,49,0,2020-07-01 22:49:16
69338,2020-07-01-22:49:24,49,1,2020-07-01 22:49:24
69339,2020-07-01-22:49:32,49,1,2020-07-01 22:49:32
69340,2020-07-01-22:50:13,50,1,f6
69341,2020-07-01-22:50:18,50,0,f6
69342,2020-07-01-22:50:19,50,1,f6
69343,2020-07-01-22:50:20,50,1,f6
69344,2020-07-01-22:50:21,50,0,f6
69345,2020-07-01-22:50:22,50,0,f6
69346,2020-07-01-22:50:23,50,1,f6
69347,2020-07-01-22:50:24,50,0,f6
69348,2020-07-01-22:50:25,50,0,f6
69349,2020-07-01-22:50:27,50,1,f6
69350,2020-07-01-22:50:29,50,0,f6
69351,2020-07-01-22:50:31,50,0,f6
69352,2020-07-01-22:50:40,50,1,f6
69353,2020-07-01-22:50:48,50,1,f6
69354,2020-07-01-22:50:57,50,1,f6
69355,2020-07-01-22:51:04,51,1,f6
69356,2020-07-01-22:51:12,51,0,f6
69357,2020-07-01-22:51:19,51,1,f6
69358,2020-07-01-22:51:28,51,0,f6
69359,2020-07-01-22:51:37,51,0,f6
69360,2020-07-01-22:51:43,51,1,f6
69361,2020-07-01-22:51:51,51,1,f6
69362,2020-07-01-22:52:39,52,0,f6
69363,2020-07-01-22:52:48,52,0,f6
69364,2020-07-01-22:52:57,52,0,f6
69365,2020-07-01-22:53:03,53,1,f6
69366,2020-07-01-22:53:12,53,1,f6
69367,2020-07-01-22:53:58,53,1,f6
69368,2020-07-01-22:54:08,54,1,f6
69369,2020-07-01-22:54:17,54,0,f6
69370,2020-07-01-22:54:23,54,0,f6
69371,2020-07-01-22:55:06,55,1,f6
69372,2020-07-01-22:55:07,55,1,f6
69373,2020-07-01-22:55:08,55,1,f6
69374,2020-07-01-22:55:08,55,1,f6
69375,2020-07-01-22:55:09,55,1,f6
69376,2020-07-01-22:55:10,55,1,f6
69377,2020-07-01-22:55:11,55,0,f6
69378,2020-07-01-22:55:22,55,0,f6
69379,2020-07-01-22:55:42,55,0,f6
69380,2020-07-01-22:59:21,59,1,2020-07-01 22:59:21
69381,2020-07-01-23:00:38,0,1,f1
69382,2020-07-01-23:01:47,1,1,f1
69383,2020-07-02-00:19:11,19,0,2020-07-02 00:19:11
69384,2020-07-02-00:19:12,19,0,2020-07-02 00:19:12
69385,2020-07-02-00:19:12,19,1,2020-07-02 00:19:12
69386,2020-07-02-00:19:13,19,0,2020-07-02 00:19:13
69387,2020-07-02-00:19:13,19,1,2020-07-02 00:19:13
69388,2020-07-02-00:19:14,19,1,2020-07-02 00:19:14
69389,2020-07-02-00:19:15,19,0,2020-07-02 00:19:15
69390,2020-07-02-00:19:15,19,1,2020-07-02 00:19:15
69391,2020-07-02-00:19:16,19,0,2020-07-02 00:19:16
69392,2020-07-02-00:19:16,19,1,2020-07-02 00:19:16
69393,2020-07-02-00:19:20,19,0,2020-07-02 00:19:20
69394,2020-07-02-00:19:20,19,0,2020-07-02 00:19:20
69395,2020-07-02-00:19:21,19,1,2020-07-02 00:19:21
69396,2020-07-02-00:19:22,19,1,2020-07-02 00:19:22
69397,2020-07-02-00:19:23,19,1,2020-07-02 00:19:23
69398,2020-07-02-00:19:23,19,0,2020-07-02 00:19:23
69399,2020-07-02-00:19:24,19,1,2020-07-02 00:19:24
69400,2020-07-02-00:19:25,19,0,2020-07-02 00:19:25
69401,2020-07-02-00:19:25,19,0,2020-07-02 00:19:25
69402,2020-07-02-00:19:26,19,1,2020-07-02 00:19:26
69403,2020-07-02-00:19:27,19,1,2020-07-02 00:19:27
69404,2020-07-02-00:19:28,19,1,2020-07-02 00:19:28
69405,2020-07-02-00:19:28,19,1,2020-07-02 00:19:28
69406,2020-07-02-00:19:29,19,1,2020-07-02 00:19:29
69407,2020-07-02-00:19:30,19,0,2020-07-02 00:19:30
69408,2020-07-02-00:19:30,19,1,2020-07-02 00:19:30
69409,2020-07-02-00:19:31,19,0,2020-07-02 00:19:31
69410,2020-07-02-00:19:32,19,1,2020-07-02 00:19:32
69411,2020-07-02-00:19:32,19,1,2020-07-02 00:19:32
69412,2020-07-02-00:19:33,19,1,2020-07-02 00:19:33
69413,2020-07-02-00:19:34,19,0,2020-07-02 00:19:34
69414,2020-07-02-00:19:36,19,1,2020-07-02 00:19:36
69415,2020-07-02-00:19:38,19,0,2020-07-02 00:19:38
69416,2020-07-02-00:19:39,19,1,2020-07-02 00:19:39
69417,2020-07-02-00:19:41,19,1,2020-07-02 00:19:41
69418,2020-07-02-00:19:42,19,0,2020-07-02 00:19:42
69419,2020-07-02-00:19:43,19,1,2020-07-02 00:19:43
69420,2020-07-02-00:19:43,19,0,2020-07-02 00:19:43
69421,2020-07-02-00:19:44,19,0,2020-07-02 00:19:44
69422,2020-07-02-00:19:45,19,1,2020-07-02 00:19:45
69423,2020-07-02-00:19:46,19,0,2020-07-02 00:19:46
69424,2020-07-02-00:19:46,19,1,2020-07-02 00:19:46
69425,2020-07-02-00:19:47,19,0,2020-07-02 00:19:47
69426,2020-07-02-00:19:48,19,1,2020-07-02 00:19:48
69427,2020-07-02-00:19:48,19,1,2020-07-02 00:19:48
69428,2020-07-02-00:19:49,19,0,2020-07-02 00:19:49
69429,2020-07-02-00:19:50,19,1,2020-07-02 00:19:50
69430,2020-07-02-00:19:50,19,1,2020-07-02 00:19:50
69431,2020-07-02-00:19:52,19,0,2020-07-02 00:19:52
69432,2020-07-02-00:19:54,19,0,2020-07-02 00:19:54
69433,2020-07-02-00:19:54,19,1,2020-07-02 00:19:54
69434,2020-07-02-00:19:56,19,0,2020-07-02 00:19:56
69435,2020-07-02-00:19:58,19,1,2020-07-02 00:19:58
69436,2020-07-02-00:19:59,19,1,2020-07-02 00:19:59
69437,2020-07-02-00:20:00,20,0,f3
69438,2020-07-02-00:20:00,20,1,f3
69439,2020-07-02-00:20:01,20,1,f3
69440,2020-07-02-00:20:02,20,0,f3
69441,2020-07-02-00:20:02,20,0,f3
69442,2020-07-02-00:20:03,20,1,f3
69443,2020-07-02-00:20:04,20,1,f3
69444,2020-07-02-00:20:04,20,0,f3
69445,2020-07-02-00:20:05,20,0,f3
69446,2020-07-02-00:20:06,20,0,f3
69447,2020-07-02-00:20:07,20,0,f3
69448,2020-07-02-00:20:11,20,1,f3
69449,2020-07-02-00:20:12,20,1,f3
69450,2020-07-02-00:20:13,20,0,f3
69451,2020-07-02-00:20:14,20,0,f3
69452,2020-07-02-00:20:15,20,0,f3
69453,2020-07-02-00:20:15,20,0,f3
69454,2020-07-02-00:20:16,20,1,f3
69455,2020-07-02-00:20:17,20,1,f3
69456,2020-07-02-00:20:18,20,0,f3
69457,2020-07-02-00:20:19,20,1,f3
69458,2020-07-02-00:20:20,20,1,f3
69459,2020-07-02-00:20:22,20,0,f3
69460,2020-07-02-00:20:23,20,0,f3
69461,2020-07-02-00:20:24,20,1,f3
69462,2020-07-02-00:20:24,20,0,f3
69463,2020-07-02-00:20:28,20,1,f3
69464,2020-07-02-00:20:30,20,0,f3
69465,2020-07-02-00:20:30,20,0,f3
69466,2020-07-02-00:20:33,20,1,f3
69467,2020-07-02-00:20:33,20,0,f3
69468,2020-07-02-00:20:34,20,0,f3
69469,2020-07-02-00:20:35,20,1,f3
69470,2020-07-02-00:20:35,20,1,f3
69471,2020-07-02-00:20:36,20,1,f3
69472,2020-07-02-00:20:37,20,1,f3
69473,2020-07-02-00:20:38,20,0,f3
69474,2020-07-02-00:20:38,20,0,f3
69475,2020-07-02-00:20:39,20,1,f3
69476,2020-07-02-00:20:40,20,0,f3
69477,2020-07-02-00:20:40,20,1,f3
69478,2020-07-02-00:20:42,20,1,f3
69479,2020-07-02-00:20:42,20,0,f3
69480,2020-07-02-00:20:44,20,0,f3
69481,2020-07-02-00:20:46,20,0,f3
69482,2020-07-02-00:20:47,20,1,f3
69483,2020-07-02-00:20:48,20,1,f3
69484,2020-07-02-00:20:50,20,0,f3
69485,2020-07-02-00:20:51,20,0,f3
69486,2020-07-02-00:20:53,20,0,f3
69487,2020-07-02-00:20:53,20,0,f3
69488,2020-07-02-00:20:55,20,0,f3
69489,2020-07-02-00:20:56,20,0,f3
69490,2020-07-02-00:20:56,20,1,f3
69491,2020-07-02-00:20:57,20,0,f3
69492,2020-07-02-00:20:59,20,1,f3
69493,2020-07-02-00:20:59,20,0,f3
69494,2020-07-02-00:21:00,21,1,f3
69495,2020-07-02-00:21:01,21,1,f3
69496,2020-07-02-00:21:01,21,0,f3
69497,2020-07-02-00:21:02,21,1,f3
69498,2020-07-02-00:21:03,21,0,f3
69499,2020-07-02-00:21:04,21,1,f3
69500,2020-07-02-00:21:05,21,1,f3
69501,2020-07-02-00:21:06,21,0,f3
69502,2020-07-02-00:21:07,21,0,f3
69503,2020-07-02-00:21:07,21,1,f3
69504,2020-07-02-00:21:08,21,1,f3
69505,2020-07-02-00:21:09,21,0,f3
69506,2020-07-02-00:21:09,21,0,f3
69507,2020-07-02-00:21:10,21,1,f3
69508,2020-07-02-00:21:11,21,1,f3
69509,2020-07-02-00:21:11,21,0,f3
69510,2020-07-02-00:21:12,21,1,f3
69511,2020-07-02-00:21:13,21,0,f3
69512,2020-07-02-00:21:13,21,1,f3
69513,2020-07-02-00:21:14,21,1,f3
69514,2020-07-02-00:21:15,21,1,f3
69515,2020-07-02-00:21:16,21,1,f3
69516,2020-07-02-00:21:17,21,0,f3
69517,2020-07-02-00:21:18,21,1,f3
69518,2020-07-02-00:21:18,21,0,f3
69519,2020-07-02-00:21:19,21,0,f3
69520,2020-07-02-00:21:20,21,1,f3
69521,2020-07-02-00:21:20,21,0,f3
69522,2020-07-02-00:21:21,21,1,f3
69523,2020-07-02-00:21:22,21,1,f3
69524,2020-07-02-00:21:22,21,1,f3
69525,2020-07-02-00:21:23,21,0,f3
69526,2020-07-02-00:21:24,21,0,f3
69527,2020-07-02-00:21:24,21,0,f3
69528,2020-07-02-00:21:26,21,1,f3
69529,2020-07-02-00:21:28,21,1,f3
69530,2020-07-02-00:21:29,21,0,f3
69531,2020-07-02-00:21:30,21,1,f3
69532,2020-07-02-00:21:31,21,0,f3
69533,2020-07-02-00:21:32,21,0,f3
69534,2020-07-02-00:21:33,21,0,f3
69535,2020-07-02-00:21:33,21,0,f3
69536,2020-07-02-00:21:34,21,0,f3
69537,2020-07-02-00:21:35,21,1,f3
69538,2020-07-02-00:21:35,21,1,f3
69539,2020-07-02-00:21:36,21,1,f3
69540,2020-07-02-00:21:37,21,1,f3
69541,2020-07-02-00:21:37,21,0,f3
